INFO	Title	Neuroblastoma (NBL) Data Dictionary								
INFO	Name	nbl_v1.0								
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/nbl/nbl_v1.0								
INFO	Parent Data Model	pcdc_v1.8								
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)								
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/								
INFO	Disease Consortium Information	https://commons.cri.uchicago.edu/pcdc/								
INFO	Description	The NBL data dictionary is a consensus data schema built by an international group of pediatric neuroblastoma experts and maintained by Data for the Common Good (D4CG) at the University of Chicago in collaboration with the International Neuroblastoma Risk Group (INRG). It is based on the collective requirements of its contributors.								
INFO	Total Variables	68								
										
RowType	VariableName	DataType	Tier	VariableDescription	VariableCode	PermissibleValue	ValueDescription	ValueCode	Implementation Notes	Mappings
										
DD	Protocol									
TD	Subject Identifier									
TG	Will be included in every table									
VD	PCDC_SUBJECT_ID	String	n/a	PCDC Subject Identifier		_undefined_	_undefined_	_undefined_		
										
										
DD	Protocol									
TD	Subject Characteristics									
TG	One row per subject per study									
VD	HONEST_BROKER_SUBJECT_ID	String	n/a	Honest Broker Subject ID		_undefined_	_undefined_	_undefined_		
VD	DATA_CONTRIBUTOR_ID	Code	n/a	Data Contributor ID		_undefined_	_undefined_	_undefined_		
PD						COG				
PD						GPOH				
PD						JCCG				
PD						SIOPEN				
PD						SJCRH				
VD	STUDY_ID	Code	n/a	Study Identifier		_undefined_	_undefined_	_undefined_		
PD						0892				
PD						0896				
PD						0901				
PD						0902				
PD						0911				
PD						0914				
PD						0924				
PD						0925				
PD						0926				
PD						0927				
PD						0931				
PD						0935				
PD						0936				
PD						0937				
PD						0961				
PD						0962				
PD						09709				
PD						099				
PD						321P1				
PD						321P2				
PD						321P3				
PD						321P4				
PD						323P				
PD						3881				
PD						3891				
PD						3951				
PD						461				
PD						4941				
PD						4941L				
PD						7942				
PD						8105				
PD						8340				
PD						8441				
PD						8605				
PD						8607				
PD						8661				
PD						8671				
PD						8741				
PD						8742				
PD						8743				
PD						8863				
PD						8970				
PD						9000				
PD						9047				
PD						9072				
PD						9075				
PD						9082				
PD						9140				
PD						9243				
PD						9244				
PD						9248				
PD						9262				
PD						9272				
PD						9275				
PD						9280				
PD						9284				
PD						9285				
PD						9340				
PD						9341				
PD						9342				
PD						9343				
PD						9346				
PD						9347				
PD						9360				
PD						9361				
PD						9372				
PD						9375				
PD						9376				
PD						9382				
PD						9464				
PD						9466				
PD						9470				
PD						9571				
PD						9572				
PD						9579				
PD						9581				
PD						9640				
PD						9670				
PD						9675				
PD						9900				
PD						9907				
PD						A0935A				
PD						A09713				
PD						A3961				
PD						A3973				
PD						AADM01P1				
PD						AALL0232				
PD						AALL0331				
PD						AALL03B1				
PD						AALL0434				
PD						AALL08B1				
PD						AAML00P2				
PD						AAML03P1				
PD						AAML0531				
PD						AAML05P1				
PD						AAML07P1				
PD						AAML1031				
PD						AB9804				
PD						ABTR01B1				
PD						ABTR04B1				
PD						ACCL0331				
PD						ACCL0423				
PD						ACCL0431				
PD						ACCL05C1				
PD						ACCL0934				
PD						ACCL0935				
PD						ACCL1031				
PD						ACCL1032				
PD						ACCL1034				
PD						ACCL15N1CD				
PD						ACCL1633				
PD						ACCL21C2				
PD						ACNS02B3				
PD						ADVL0016				
PD						ADVL0017				
PD						ADVL0018				
PD						ADVL0122				
PD						ADVL0211				
PD						ADVL0212				
PD						ADVL0214				
PD						ADVL0215				
PD						ADVL0314				
PD						ADVL0316				
PD						ADVL0413				
PD						ADVL0414				
PD						ADVL0416				
PD						ADVL0421				
PD						ADVL0516				
PD						ADVL0517				
PD						ADVL0524				
PD						ADVL0525				
PD						ADVL0612				
PD						ADVL06B1				
PD						ADVL0714				
PD						ADVL0812				
PD						ADVL0813				
PD						ADVL0816				
PD						ADVL0821				
PD						ADVL0911				
PD						ADVL0912				
PD						ADVL0916				
PD						ADVL0918				
PD						ADVL0921				
PD						ADVL1011				
PD						ADVL1013				
PD						ADVL1014				
PD						ADVL1111				
PD						ADVL1112				
PD						ADVL1115				
PD						ADVL1211				
PD						ADVL1212				
PD						ADVL1213				
PD						ADVL1312				
PD						ADVL1314				
PD						ADVL1315				
PD						ADVL1411				
PD						ADVL1412				
PD						ADVL1414				
PD						ADVL1416				
PD						ADVL1513				
PD						ADVL1522				
PD						ADVL1615				
PD						ADVL1622				
PD						AEPI07N1				
PD						AEWS07B1				
PD						AGCT1531				
PD						AHEP1531				
PD						ALTE03N1				
PD						ALTE05N1				
PD						ALTE15N2				
PD						ALTE1621				
PD						ANBL0032				
PD						ANBL00B1				
PD						ANBL00P1				
PD						ANBL00P2				
PD						ANBL00P3				
PD						ANBL02P1				
PD						ANBL0321				
PD						ANBL0322				
PD						ANBL0421				
PD						ANBL0531				
PD						ANBL0532				
PD						ANBL0621				
PD						ANBL0931				
PD						ANBL09P1				
PD						ANBL1021				
PD						ANBL1221				
PD						ANBL1232				
PD						ANBL12P1				
PD						ANBL1531				
PD						ANBL17P1				
PD						ANBL1821				
PD						ANBL19P1				
PD						ANUR0631				
PD						ANUR1131				
PD						AOST06B1				
PD						APEC14B1				
PD						APEC1621E				
PD						APEC1621F				
PD						APEC1621H				
PD						APEC1621I				
PD						APEC1621SC				
PD						AREN0321				
PD						AREN03B2				
PD						AS942				
PD						AS972				
PD						AS9801				
PD						B003				
PD						B903				
PD						B904				
PD						B925				
PD						B947				
PD						B953				
PD						B954				
PD						B973				
PD						D9501				
PD						D9602				
PD						E04				
PD						E15				
PD						E18				
PD						ENSG5				
PD						I03				
PD						LNESG1				
PD						N891				
PD						NB2004-HR				
PD						NB2005				
PD						NB2008				
PD						NB2012				
PD						NB84				
PD						NB8814				
PD						NB91				
PD						NB97				
PD						P9462				
PD						P9480				
PD						P9485				
PD						P9641				
PD						P9749				
PD						P9761				
PD						P9772				
PD						P9851				
PD						P9963				
PD						P9972				
PD						PEPN2011				
PD						PEPN2111				
PD						POG-8844				
PD						R9702				
PD						S31				
PD						S901				
PD						S912				
PD						S921				
PD						SIOPEN HR-NBL1				
PD						SIOPEN-EUNB				
PD						X0942				
